time	V(v1)	V(v2)	V(vout)
4.489639823263859e-003	-3.252447e-002	3.252447e-002	1.089295e-001
4.514053885763859e-003	4.409423e-002	-4.409423e-002	-1.361995e-001
4.521726876835287e-003	6.818114e-002	-6.818114e-002	-2.132856e-001
4.529399867906715e-003	9.197341e-002	-9.197341e-002	-2.894401e-001
4.537072858978144e-003	1.154710e-001	-1.154710e-001	-3.646629e-001
4.544745850049573e-003	1.386740e-001	-1.386740e-001	-4.389541e-001
4.552418841121001e-003	1.615824e-001	-1.615824e-001	-5.123136e-001
4.560091832192429e-003	1.841961e-001	-1.841961e-001	-5.847415e-001
4.567764823263858e-003	2.065151e-001	-2.065151e-001	-6.562378e-001
4.581018171478143e-003	2.442331e-001	-2.442331e-001	-7.770938e-001
4.594271519692428e-003	2.796904e-001	-2.796904e-001	-8.907428e-001
4.607524867906714e-003	3.128871e-001	-3.128871e-001	-9.971849e-001
4.620778216120999e-003	3.438232e-001	-3.438232e-001	-1.096420e+000
4.634031564335285e-003	3.724986e-001	-3.724986e-001	-1.188448e+000
4.647284912549570e-003	3.989135e-001	-3.989135e-001	-1.273270e+000
4.660538260763856e-003	4.230676e-001	-4.230676e-001	-1.350884e+000
4.689137591120998e-003	4.639871e-001	-4.639871e-001	-1.482644e+000
4.717736921478140e-003	4.893961e-001	-4.893961e-001	-1.564773e+000
4.746336251835282e-003	4.992946e-001	-4.992946e-001	-1.597269e+000
4.774935582192425e-003	4.936826e-001	-4.936826e-001	-1.580135e+000
4.803534912549567e-003	4.725601e-001	-4.725601e-001	-1.513368e+000
4.832134242906709e-003	4.359271e-001	-4.359271e-001	-1.396970e+000
4.860733573263851e-003	3.837835e-001	-3.837835e-001	-1.230940e+000
4.864221296478137e-003	3.766598e-001	-3.766598e-001	-1.208231e+000
4.867709019692423e-003	3.693641e-001	-3.693641e-001	-1.184971e+000
4.871196742906708e-003	3.618966e-001	-3.618966e-001	-1.161159e+000
4.874684466120994e-003	3.542572e-001	-3.542572e-001	-1.136795e+000
4.878172189335279e-003	3.464460e-001	-3.464460e-001	-1.111880e+000
4.881659912549565e-003	3.384629e-001	-3.384629e-001	-1.086414e+000
4.885147635763851e-003	3.303079e-001	-3.303079e-001	-1.060396e+000
4.890030448263851e-003	3.186383e-001	-3.186383e-001	-1.023160e+000
4.900493617906707e-003	2.923245e-001	-2.923245e-001	-9.391742e-001
4.910956787549565e-003	2.650544e-001	-2.650544e-001	-8.521106e-001
4.921419957192422e-003	2.368282e-001	-2.368282e-001	-7.619691e-001
4.931883126835278e-003	2.076457e-001	-2.076457e-001	-6.687497e-001
4.942346296478135e-003	1.775070e-001	-1.775070e-001	-5.724523e-001
4.952809466120992e-003	1.464122e-001	-1.464122e-001	-4.730769e-001
4.963272635763849e-003	1.143611e-001	-1.143611e-001	-3.706236e-001
4.967457903620992e-003	1.015007e-001	-1.015007e-001	-3.295082e-001
4.971643171478134e-003	8.859252e-002	-8.859252e-002	-2.882366e-001
4.975828439335277e-003	7.563658e-002	-7.563658e-002	-2.468088e-001
4.980013707192420e-003	6.263287e-002	-6.263287e-002	-2.052248e-001
4.984198975049563e-003	4.958138e-002	-4.958138e-002	-1.634846e-001
4.988384242906705e-003	3.648212e-002	-3.648212e-002	-1.215882e-001
4.992569510763848e-003	2.333509e-002	-2.333509e-002	-7.953565e-002
4.997452323263848e-003	8.003421e-003	-8.003421e-003	-3.049325e-002
5.000000000000000e-003	2.449913e-015	-6.123234e-016	-4.887522e-003
